case:concept:name,concept:name,start:timestamp,time:timestamp,org:resource,Action,EventOrigin,case:LoanGoal,case:ApplicationType,case:RequestedAmount
Application_1249216138,O_Cancelled,2016-08-25 14:23:07.735000+00:00,2016-08-25 14:23:07.761000+00:00,User_45,statechange,Offer,Home improvement,New credit,10000.0
Application_1249216138,END,2016-08-25 14:23:07.735000+00:00,2016-08-25 14:23:07.761000+00:00,SYSTEM,statechange,Offer,Home improvement,New credit,10000.0
Application_1249249307,START,2016-08-22 17:39:12.976000+00:00,2016-08-22 17:39:12.975000+00:00,SYSTEM,Created,Application,Car,New credit,11000.0
Application_1249249307,A_Create Application,2016-08-22 17:39:12.976000+00:00,2016-08-22 17:39:12.976000+00:00,User_1,Created,Application,Car,New credit,11000.0
Application_1249249307,A_Submitted,2016-08-22 17:39:12.976000+00:00,2016-08-22 17:39:13.006000+00:00,User_1,statechange,Application,Car,New credit,11000.0
Application_1249249307,W_Handle leads,2016-08-22 17:39:13.006000+00:00,2016-08-22 18:51:46.258000+00:00,User_45,Deleted,Workflow,Car,New credit,11000.0
Application_1249249307,A_Concept,2016-08-22 18:51:46.258000+00:00,2016-08-22 18:51:46.271000+00:00,User_45,statechange,Application,Car,New credit,11000.0
Application_1249249307,A_Accepted,2016-08-22 18:51:46.271000+00:00,2016-08-23 17:46:22.226000+00:00,User_91,statechange,Application,Car,New credit,11000.0
Application_1249249307,O_Create Offer,2016-08-23 17:46:22.226000+00:00,2016-08-23 17:51:34.760000+00:00,User_91,Created,Offer,Car,New credit,11000.0
Application_1249249307,O_Created,2016-08-23 17:51:34.760000+00:00,2016-08-23 17:51:35.274000+00:00,User_91,statechange,Offer,Car,New credit,11000.0
Application_1249249307,O_Sent (mail and online),2016-08-23 17:51:35.274000+00:00,2016-08-23 17:53:13.848000+00:00,User_91,statechange,Offer,Car,New credit,11000.0
Application_1249249307,W_Complete application,2016-08-23 17:53:13.848000+00:00,2016-08-23 17:53:13.859000+00:00,User_91,Deleted,Workflow,Car,New credit,11000.0
Application_1249249307,A_Complete,2016-08-23 17:53:13.859000+00:00,2016-08-23 17:53:13.868000+00:00,User_91,statechange,Application,Car,New credit,11000.0
Application_1249249307,A_Validating,2016-08-23 17:53:13.868000+00:00,2016-09-01 11:05:06.027000+00:00,User_123,statechange,Application,Car,New credit,11000.0
Application_1249249307,O_Returned,2016-09-01 11:05:06.027000+00:00,2016-09-01 11:05:18.070000+00:00,User_123,statechange,Offer,Car,New credit,11000.0
Application_1249249307,A_Incomplete,2016-09-01 11:05:18.070000+00:00,2016-09-06 11:34:32.919000+00:00,User_30,statechange,Application,Car,New credit,11000.0
Application_1249249307,W_Call incomplete files,2016-09-06 11:34:32.919000+00:00,2016-09-07 10:19:20.351000+00:00,User_48,Deleted,Workflow,Car,New credit,11000.0
Application_1249249307,A_Validating,2016-09-07 10:19:20.351000+00:00,2016-09-07 10:19:20.410000+00:00,User_48,statechange,Application,Car,New credit,11000.0
Application_1249249307,O_Accepted,2016-09-07 10:19:20.410000+00:00,2016-09-07 10:40:39.680000+00:00,User_30,statechange,Offer,Car,New credit,11000.0
Application_1249249307,A_Pending,2016-09-07 10:40:39.680000+00:00,2016-09-07 10:40:39.683000+00:00,User_30,statechange,Application,Car,New credit,11000.0
Application_1249249307,END,2016-09-07 10:40:39.680000+00:00,2016-09-07 10:40:39.683000+00:00,SYSTEM,statechange,Application,Car,New credit,11000.0
Application_1250231420,START,2016-08-12 14:36:35.265000+00:00,2016-08-12 14:36:35.264000+00:00,SYSTEM,Created,Application,Home improvement,New credit,20000.0
Application_1250231420,A_Create Application,2016-08-12 14:36:35.265000+00:00,2016-08-12 14:36:35.265000+00:00,User_1,Created,Application,Home improvement,New credit,20000.0
Application_1250231420,A_Submitted,2016-08-12 14:36:35.265000+00:00,2016-08-12 14:36:35.393000+00:00,User_1,statechange,Application,Home improvement,New credit,20000.0
Application_1250231420,A_Concept,2016-08-12 14:36:35.393000+00:00,2016-08-12 14:37:42.551000+00:00,User_1,statechange,Application,Home improvement,New credit,20000.0
Application_1250231420,A_Accepted,2016-08-12 14:37:42.551000+00:00,2016-08-15 13:33:49.792000+00:00,User_56,statechange,Application,Home improvement,New credit,20000.0
Application_1250231420,O_Create Offer,2016-08-15 13:33:49.792000+00:00,2016-08-15 13:37:38.652000+00:00,User_56,Created,Offer,Home improvement,New credit,20000.0
Application_1250231420,O_Created,2016-08-15 13:37:38.652000+00:00,2016-08-15 13:37:39.358000+00:00,User_56,statechange,Offer,Home improvement,New credit,20000.0
Application_1250231420,O_Create Offer,2016-08-15 13:37:39.358000+00:00,2016-08-15 13:38:08.671000+00:00,User_56,Created,Offer,Home improvement,New credit,20000.0
Application_1250231420,O_Created,2016-08-15 13:38:08.671000+00:00,2016-08-15 13:38:09.280000+00:00,User_56,statechange,Offer,Home improvement,New credit,20000.0
Application_1250231420,O_Sent (mail and online),2016-08-15 13:38:09.280000+00:00,2016-08-15 13:41:11.322000+00:00,User_56,statechange,Offer,Home improvement,New credit,20000.0
Application_1250231420,O_Sent (mail and online),2016-08-15 13:41:11.322000+00:00,2016-08-15 13:41:11.324000+00:00,User_56,statechange,Offer,Home improvement,New credit,20000.0
Application_1250231420,W_Complete application,2016-08-15 13:41:11.324000+00:00,2016-08-15 13:41:11.339000+00:00,User_56,Deleted,Workflow,Home improvement,New credit,20000.0
Application_1250231420,A_Complete,2016-08-15 13:41:11.339000+00:00,2016-08-15 13:41:11.350000+00:00,User_56,statechange,Application,Home improvement,New credit,20000.0
Application_1250231420,A_Cancelled,2016-08-15 13:41:11.350000+00:00,2016-09-15 06:00:31.541000+00:00,User_1,statechange,Application,Home improvement,New credit,20000.0
Application_1250231420,O_Cancelled,2016-09-15 06:00:31.541000+00:00,2016-09-15 06:00:31.567000+00:00,User_1,statechange,Offer,Home improvement,New credit,20000.0
Application_1250231420,O_Cancelled,2016-09-15 06:00:31.567000+00:00,2016-09-15 06:00:31.573000+00:00,User_1,statechange,Offer,Home improvement,New credit,20000.0
Application_1250231420,END,2016-09-15 06:00:31.567000+00:00,2016-09-15 06:00:31.573000+00:00,SYSTEM,statechange,Offer,Home improvement,New credit,20000.0
Application_1250249721,START,2016-08-26 07:15:30.978000+00:00,2016-08-26 07:15:30.977000+00:00,SYSTEM,Created,Application,Car,Limit raise,30000.0
Application_1250249721,A_Create Application,2016-08-26 07:15:30.978000+00:00,2016-08-26 07:15:30.978000+00:00,User_43,Created,Application,Car,Limit raise,30000.0
Application_1250249721,A_Concept,2016-08-26 07:15:30.978000+00:00,2016-08-26 07:15:30.985000+00:00,User_43,statechange,Application,Car,Limit raise,30000.0
Application_1250249721,A_Accepted,2016-08-26 07:15:30.985000+00:00,2016-08-29 13:17:43.688000+00:00,User_12,statechange,Application,Car,Limit raise,30000.0
Application_1250249721,O_Create Offer,2016-08-29 13:17:43.688000+00:00,2016-08-29 13:20:14.986000+00:00,User_12,Created,Offer,Car,Limit raise,30000.0
Application_1250249721,O_Created,2016-08-29 13:20:14.986000+00:00,2016-08-29 13:20:15.530000+00:00,User_12,statechange,Offer,Car,Limit raise,30000.0
Application_1250249721,O_Sent (mail and online),2016-08-29 13:20:15.530000+00:00,2016-08-29 13:20:24.911000+00:00,User_12,statechange,Offer,Car,Limit raise,30000.0
Application_1250249721,A_Complete,2016-08-29 13:20:24.911000+00:00,2016-08-29 13:20:24.939000+00:00,User_12,statechange,Application,Car,Limit raise,30000.0
Application_1250249721,A_Cancelled,2016-08-29 13:20:24.939000+00:00,2016-09-29 06:00:24.529000+00:00,User_1,statechange,Application,Car,Limit raise,30000.0
Application_1250249721,O_Cancelled,2016-09-29 06:00:24.529000+00:00,2016-09-29 06:00:24.552000+00:00,User_1,statechange,Offer,Car,Limit raise,30000.0
Application_1250249721,END,2016-09-29 06:00:24.529000+00:00,2016-09-29 06:00:24.552000+00:00,SYSTEM,statechange,Offer,Car,Limit raise,30000.0
Application_1250276230,START,2016-09-15 06:13:26.586000+00:00,2016-09-15 06:13:26.585000+00:00,SYSTEM,Created,Application,Caravan / Camper,New credit,60000.0
Application_1250276230,A_Create Application,2016-09-15 06:13:26.586000+00:00,2016-09-15 06:13:26.586000+00:00,User_1,Created,Application,Caravan / Camper,New credit,60000.0
Application_1250276230,A_Submitted,2016-09-15 06:13:26.586000+00:00,2016-09-15 06:13:26.626000+00:00,User_1,statechange,Application,Caravan / Camper,New credit,60000.0
Application_1250276230,A_Concept,2016-09-15 06:13:26.626000+00:00,2016-09-15 06:14:27.278000+00:00,User_1,statechange,Application,Caravan / Camper,New credit,60000.0
Application_1250276230,A_Accepted,2016-09-15 06:14:27.278000+00:00,2016-09-15 11:14:01.060000+00:00,User_18,statechange,Application,Caravan / Camper,New credit,60000.0
Application_1250276230,O_Create Offer,2016-09-15 11:14:01.060000+00:00,2016-09-15 11:21:05.815000+00:00,User_18,Created,Offer,Caravan / Camper,New credit,60000.0
Application_1250276230,O_Created,2016-09-15 11:21:05.815000+00:00,2016-09-15 11:21:06.519000+00:00,User_18,statechange,Offer,Caravan / Camper,New credit,60000.0
Application_1250276230,O_Sent (mail and online),2016-09-15 11:21:06.519000+00:00,2016-09-15 11:21:15.155000+00:00,User_18,statechange,Offer,Caravan / Camper,New credit,60000.0
Application_1250276230,A_Complete,2016-09-15 11:21:15.155000+00:00,2016-09-15 11:21:15.194000+00:00,User_18,statechange,Application,Caravan / Camper,New credit,60000.0
Application_1250276230,A_Cancelled,2016-09-15 11:21:15.194000+00:00,2016-10-16 06:00:28.293000+00:00,User_1,statechange,Application,Caravan / Camper,New credit,60000.0
Application_1250276230,O_Cancelled,2016-10-16 06:00:28.293000+00:00,2016-10-16 06:00:28.312000+00:00,User_1,statechange,Offer,Caravan / Camper,New credit,60000.0
Application_1250276230,END,2016-10-16 06:00:28.293000+00:00,2016-10-16 06:00:28.312000+00:00,SYSTEM,statechange,Offer,Caravan / Camper,New credit,60000.0
Application_1250712732,START,2016-09-24 11:01:08.962000+00:00,2016-09-24 11:01:08.961000+00:00,SYSTEM,Created,Application,Existing loan takeover,Limit raise,28000.0
Application_1250712732,A_Create Application,2016-09-24 11:01:08.962000+00:00,2016-09-24 11:01:08.962000+00:00,User_50,Created,Application,Existing loan takeover,Limit raise,28000.0
Application_1250712732,A_Concept,2016-09-24 11:01:08.962000+00:00,2016-09-24 11:01:08.965000+00:00,User_50,statechange,Application,Existing loan takeover,Limit raise,28000.0
Application_1250712732,A_Accepted,2016-09-24 11:01:08.965000+00:00,2016-09-24 12:29:26.699000+00:00,User_35,statechange,Application,Existing loan takeover,Limit raise,28000.0
Application_1250712732,O_Create Offer,2016-09-24 12:29:26.699000+00:00,2016-09-24 12:30:08.840000+00:00,User_35,Created,Offer,Existing loan takeover,Limit raise,28000.0
Application_1250712732,O_Created,2016-09-24 12:30:08.840000+00:00,2016-09-24 12:30:09.415000+00:00,User_35,statechange,Offer,Existing loan takeover,Limit raise,28000.0
Application_1250712732,O_Sent (mail and online),2016-09-24 12:30:09.415000+00:00,2016-09-24 12:30:22.271000+00:00,User_35,statechange,Offer,Existing loan takeover,Limit raise,28000.0
Application_1250712732,A_Complete,2016-09-24 12:30:22.271000+00:00,2016-09-24 12:30:22.291000+00:00,User_35,statechange,Application,Existing loan takeover,Limit raise,28000.0
Application_1250712732,A_Validating,2016-09-24 12:30:22.291000+00:00,2016-10-04 10:53:11.324000+00:00,User_119,statechange,Application,Existing loan takeover,Limit raise,28000.0
Application_1250712732,O_Returned,2016-10-04 10:53:11.324000+00:00,2016-10-04 10:53:23.943000+00:00,User_119,statechange,Offer,Existing loan takeover,Limit raise,28000.0
Application_1250712732,W_Validate application,2016-10-04 10:53:23.943000+00:00,2016-10-04 10:59:02.873000+00:00,User_119,Deleted,Workflow,Existing loan takeover,Limit raise,28000.0
Application_1250712732,A_Incomplete,2016-10-04 10:59:02.873000+00:00,2016-10-04 10:59:02.886000+00:00,User_119,statechange,Application,Existing loan takeover,Limit raise,28000.0
Application_1250712732,A_Validating,2016-10-04 10:59:02.886000+00:00,2016-10-07 12:26:06.310000+00:00,User_119,statechange,Application,Existing loan takeover,Limit raise,28000.0
Application_1250712732,O_Accepted,2016-10-07 12:26:06.310000+00:00,2016-10-11 14:30:58.068000+00:00,User_99,statechange,Offer,Existing loan takeover,Limit raise,28000.0
Application_1250712732,A_Pending,2016-10-11 14:30:58.068000+00:00,2016-10-11 14:30:58.071000+00:00,User_99,statechange,Application,Existing loan takeover,Limit raise,28000.0
Application_1250712732,W_Validate application,2016-10-11 14:30:58.071000+00:00,2016-10-11 14:30:58.073000+00:00,User_99,Deleted,Workflow,Existing loan takeover,Limit raise,28000.0
Application_1250712732,END,2016-10-11 14:30:58.071000+00:00,2016-10-11 14:30:58.073000+00:00,SYSTEM,Deleted,Workflow,Existing loan takeover,Limit raise,28000.0
Application_1250809613,START,2016-09-06 19:42:41.869000+00:00,2016-09-06 19:42:41.868000+00:00,SYSTEM,Created,Application,Boat,New credit,7500.0
Application_1250809613,A_Create Application,2016-09-06 19:42:41.869000+00:00,2016-09-06 19:42:41.869000+00:00,User_1,Created,Application,Boat,New credit,7500.0
Application_1250809613,A_Submitted,2016-09-06 19:42:41.869000+00:00,2016-09-06 19:42:41.902000+00:00,User_1,statechange,Application,Boat,New credit,7500.0
Application_1250809613,A_Concept,2016-09-06 19:42:41.902000+00:00,2016-09-06 19:43:36.002000+00:00,User_1,statechange,Application,Boat,New credit,7500.0
Application_1250809613,A_Accepted,2016-09-06 19:43:36.002000+00:00,2016-09-08 12:14:27.032000+00:00,User_11,statechange,Application,Boat,New credit,7500.0
Application_1250809613,O_Create Offer,2016-09-08 12:14:27.032000+00:00,2016-09-08 12:16:53.411000+00:00,User_11,Created,Offer,Boat,New credit,7500.0
Application_1250809613,O_Created,2016-09-08 12:16:53.411000+00:00,2016-09-08 12:16:54.097000+00:00,User_11,statechange,Offer,Boat,New credit,7500.0
Application_1250809613,O_Sent (mail and online),2016-09-08 12:16:54.097000+00:00,2016-09-08 12:21:16.135000+00:00,User_11,statechange,Offer,Boat,New credit,7500.0
Application_1250809613,A_Complete,2016-09-08 12:21:16.135000+00:00,2016-09-08 12:21:16.156000+00:00,User_11,statechange,Application,Boat,New credit,7500.0
Application_1250809613,A_Validating,2016-09-08 12:21:16.156000+00:00,2016-09-14 10:38:36.858000+00:00,User_112,statechange,Application,Boat,New credit,7500.0
Application_1250809613,O_Returned,2016-09-14 10:38:36.858000+00:00,2016-09-14 10:48:39.942000+00:00,User_112,statechange,Offer,Boat,New credit,7500.0
Application_1250809613,O_Accepted,2016-09-14 10:48:39.942000+00:00,2016-09-16 09:01:36.181000+00:00,User_29,statechange,Offer,Boat,New credit,7500.0
Application_1250809613,A_Pending,2016-09-16 09:01:36.181000+00:00,2016-09-16 09:01:36.184000+00:00,User_29,statechange,Application,Boat,New credit,7500.0
Application_1250809613,END,2016-09-16 09:01:36.181000+00:00,2016-09-16 09:01:36.184000+00:00,SYSTEM,statechange,Application,Boat,New credit,7500.0
Application_1251303639,START,2016-08-11 11:48:55.761000+00:00,2016-08-11 11:48:55.760000+00:00,SYSTEM,Created,Application,"Other, see explanation",New credit,5000.0
Application_1251303639,A_Create Application,2016-08-11 11:48:55.761000+00:00,2016-08-11 11:48:55.761000+00:00,User_1,Created,Application,"Other, see explanation",New credit,5000.0
Application_1251303639,A_Submitted,2016-08-11 11:48:55.761000+00:00,2016-08-11 11:48:55.805000+00:00,User_1,statechange,Application,"Other, see explanation",New credit,5000.0
Application_1251303639,A_Concept,2016-08-11 11:48:55.805000+00:00,2016-08-11 11:49:55.068000+00:00,User_1,statechange,Application,"Other, see explanation",New credit,5000.0
Application_1251303639,A_Accepted,2016-08-11 11:49:55.068000+00:00,2016-08-12 09:20:40.229000+00:00,User_21,statechange,Application,"Other, see explanation",New credit,5000.0
Application_1251303639,O_Create Offer,2016-08-12 09:20:40.229000+00:00,2016-08-12 09:25:13.321000+00:00,User_21,Created,Offer,"Other, see explanation",New credit,5000.0
Application_1251303639,O_Created,2016-08-12 09:25:13.321000+00:00,2016-08-12 09:25:13.939000+00:00,User_21,statechange,Offer,"Other, see explanation",New credit,5000.0
Application_1251303639,O_Sent (mail and online),2016-08-12 09:25:13.939000+00:00,2016-08-12 09:26:01.009000+00:00,User_21,statechange,Offer,"Other, see explanation",New credit,5000.0
Application_1251303639,A_Complete,2016-08-12 09:26:01.009000+00:00,2016-08-12 09:26:01.063000+00:00,User_21,statechange,Application,"Other, see explanation",New credit,5000.0
Application_1251303639,A_Cancelled,2016-08-12 09:26:01.063000+00:00,2016-09-12 06:00:19.937000+00:00,User_1,statechange,Application,"Other, see explanation",New credit,5000.0
Application_1251303639,O_Cancelled,2016-09-12 06:00:19.937000+00:00,2016-09-12 06:00:19.962000+00:00,User_1,statechange,Offer,"Other, see explanation",New credit,5000.0
Application_1251303639,END,2016-09-12 06:00:19.937000+00:00,2016-09-12 06:00:19.962000+00:00,SYSTEM,statechange,Offer,"Other, see explanation",New credit,5000.0
Application_1251402961,START,2016-09-03 08:34:32.548000+00:00,2016-09-03 08:34:32.547000+00:00,SYSTEM,Created,Application,Car,New credit,15000.0
Application_1251402961,A_Create Application,2016-09-03 08:34:32.548000+00:00,2016-09-03 08:34:32.548000+00:00,User_1,Created,Application,Car,New credit,15000.0
Application_1251402961,A_Submitted,2016-09-03 08:34:32.548000+00:00,2016-09-03 08:34:32.584000+00:00,User_1,statechange,Application,Car,New credit,15000.0
Application_1251402961,A_Concept,2016-09-03 08:34:32.584000+00:00,2016-09-03 08:35:25.071000+00:00,User_1,statechange,Application,Car,New credit,15000.0
Application_1251402961,A_Accepted,2016-09-03 08:35:25.071000+00:00,2016-09-03 11:26:12.196000+00:00,User_43,statechange,Application,Car,New credit,15000.0
Application_1251402961,O_Create Offer,2016-09-03 11:26:12.196000+00:00,2016-09-03 11:28:07.075000+00:00,User_43,Created,Offer,Car,New credit,15000.0
Application_1251402961,O_Created,2016-09-03 11:28:07.075000+00:00,2016-09-03 11:28:07.677000+00:00,User_43,statechange,Offer,Car,New credit,15000.0
Application_1251402961,O_Sent (mail and online),2016-09-03 11:28:07.677000+00:00,2016-09-03 11:31:47.321000+00:00,User_43,statechange,Offer,Car,New credit,15000.0
Application_1251402961,A_Complete,2016-09-03 11:31:47.321000+00:00,2016-09-03 11:31:47.343000+00:00,User_43,statechange,Application,Car,New credit,15000.0
Application_1251402961,A_Cancelled,2016-09-03 11:31:47.343000+00:00,2016-10-04 06:00:20.198000+00:00,User_1,statechange,Application,Car,New credit,15000.0
Application_1251402961,O_Cancelled,2016-10-04 06:00:20.198000+00:00,2016-10-04 06:00:20.220000+00:00,User_1,statechange,Offer,Car,New credit,15000.0
Application_1251402961,END,2016-10-04 06:00:20.198000+00:00,2016-10-04 06:00:20.220000+00:00,SYSTEM,statechange,Offer,Car,New credit,15000.0
Application_1251427728,START,2016-09-22 19:05:57.415000+00:00,2016-09-22 19:05:57.414000+00:00,SYSTEM,Created,Application,Car,New credit,10000.0
Application_1251427728,A_Create Application,2016-09-22 19:05:57.415000+00:00,2016-09-22 19:05:57.415000+00:00,User_1,Created,Application,Car,New credit,10000.0
Application_1251427728,A_Submitted,2016-09-22 19:05:57.415000+00:00,2016-09-22 19:05:57.450000+00:00,User_1,statechange,Application,Car,New credit,10000.0
Application_1251427728,A_Concept,2016-09-22 19:05:57.450000+00:00,2016-09-22 19:06:37.762000+00:00,User_1,statechange,Application,Car,New credit,10000.0
Application_1251427728,A_Accepted,2016-09-22 19:06:37.762000+00:00,2016-09-23 10:35:12.200000+00:00,User_3,statechange,Application,Car,New credit,10000.0
Application_1251427728,O_Create Offer,2016-09-23 10:35:12.200000+00:00,2016-09-23 10:35:31.768000+00:00,User_3,Created,Offer,Car,New credit,10000.0
Application_1251427728,O_Created,2016-09-23 10:35:31.768000+00:00,2016-09-23 10:35:32.377000+00:00,User_3,statechange,Offer,Car,New credit,10000.0
Application_1251427728,O_Create Offer,2016-09-23 10:35:32.377000+00:00,2016-09-23 10:35:46.446000+00:00,User_3,Created,Offer,Car,New credit,10000.0
Application_1251427728,O_Created,2016-09-23 10:35:46.446000+00:00,2016-09-23 10:35:46.998000+00:00,User_3,statechange,Offer,Car,New credit,10000.0
Application_1251427728,O_Sent (mail and online),2016-09-23 10:35:46.998000+00:00,2016-09-23 10:36:09.874000+00:00,User_3,statechange,Offer,Car,New credit,10000.0
Application_1251427728,O_Sent (mail and online),2016-09-23 10:36:09.874000+00:00,2016-09-23 10:36:09.875000+00:00,User_3,statechange,Offer,Car,New credit,10000.0
Application_1251427728,W_Complete application,2016-09-23 10:36:09.875000+00:00,2016-09-23 10:36:09.886000+00:00,User_3,Deleted,Workflow,Car,New credit,10000.0
Application_1251427728,A_Complete,2016-09-23 10:36:09.886000+00:00,2016-09-23 10:36:09.895000+00:00,User_3,statechange,Application,Car,New credit,10000.0
Application_1251427728,A_Cancelled,2016-09-23 10:36:09.895000+00:00,2016-10-24 06:00:24.950000+00:00,User_1,statechange,Application,Car,New credit,10000.0
Application_1251427728,O_Cancelled,2016-10-24 06:00:24.950000+00:00,2016-10-24 06:00:24.978000+00:00,User_1,statechange,Offer,Car,New credit,10000.0
Application_1251427728,O_Cancelled,2016-10-24 06:00:24.978000+00:00,2016-10-24 06:00:24.985000+00:00,User_1,statechange,Offer,Car,New credit,10000.0
Application_1251427728,END,2016-10-24 06:00:24.978000+00:00,2016-10-24 06:00:24.985000+00:00,SYSTEM,statechange,Offer,Car,New credit,10000.0
Application_1252085352,START,2016-09-15 10:22:20.136000+00:00,2016-09-15 10:22:20.135000+00:00,SYSTEM,Created,Application,Existing loan takeover,New credit,17000.0
Application_1252085352,A_Create Application,2016-09-15 10:22:20.136000+00:00,2016-09-15 10:22:20.136000+00:00,User_1,Created,Application,Existing loan takeover,New credit,17000.0
Application_1252085352,A_Submitted,2016-09-15 10:22:20.136000+00:00,2016-09-15 10:22:20.172000+00:00,User_1,statechange,Application,Existing loan takeover,New credit,17000.0
Application_1252085352,W_Handle leads,2016-09-15 10:22:20.172000+00:00,2016-09-15 10:32:55.817000+00:00,User_59,Deleted,Workflow,Existing loan takeover,New credit,17000.0
Application_1252085352,A_Concept,2016-09-15 10:32:55.817000+00:00,2016-09-15 10:32:55.826000+00:00,User_59,statechange,Application,Existing loan takeover,New credit,17000.0
Application_1252085352,A_Accepted,2016-09-15 10:32:55.826000+00:00,2016-09-17 10:45:42.906000+00:00,User_46,statechange,Application,Existing loan takeover,New credit,17000.0
Application_1252085352,O_Create Offer,2016-09-17 10:45:42.906000+00:00,2016-09-17 10:47:30.631000+00:00,User_46,Created,Offer,Existing loan takeover,New credit,17000.0
Application_1252085352,O_Created,2016-09-17 10:47:30.631000+00:00,2016-09-17 10:47:31.273000+00:00,User_46,statechange,Offer,Existing loan takeover,New credit,17000.0
Application_1252085352,O_Sent (mail and online),2016-09-17 10:47:31.273000+00:00,2016-09-17 10:48:30.748000+00:00,User_46,statechange,Offer,Existing loan takeover,New credit,17000.0
Application_1252085352,W_Complete application,2016-09-17 10:48:30.748000+00:00,2016-09-17 10:48:30.760000+00:00,User_46,Deleted,Workflow,Existing loan takeover,New credit,17000.0
Application_1252085352,A_Complete,2016-09-17 10:48:30.760000+00:00,2016-09-17 10:48:30.775000+00:00,User_46,statechange,Application,Existing loan takeover,New credit,17000.0
Application_1252085352,O_Create Offer,2016-09-17 10:48:30.775000+00:00,2016-09-30 14:05:55.905000+00:00,User_60,Created,Offer,Existing loan takeover,New credit,17000.0
Application_1252085352,O_Created,2016-09-30 14:05:55.905000+00:00,2016-09-30 14:05:56.511000+00:00,User_60,statechange,Offer,Existing loan takeover,New credit,17000.0
Application_1252085352,O_Sent (mail and online),2016-09-30 14:05:56.511000+00:00,2016-09-30 14:06:05.144000+00:00,User_60,statechange,Offer,Existing loan takeover,New credit,17000.0
Application_1252085352,A_Validating,2016-09-30 14:06:05.144000+00:00,2016-10-12 12:23:10.354000+00:00,User_123,statechange,Application,Existing loan takeover,New credit,17000.0
Application_1252085352,O_Returned,2016-10-12 12:23:10.354000+00:00,2016-10-12 12:23:35.922000+00:00,User_123,statechange,Offer,Existing loan takeover,New credit,17000.0
Application_1252085352,O_Accepted,2016-10-12 12:23:35.922000+00:00,2016-10-14 12:20:09.775000+00:00,User_109,statechange,Offer,Existing loan takeover,New credit,17000.0
Application_1252085352,A_Pending,2016-10-14 12:20:09.775000+00:00,2016-10-14 12:20:09.778000+00:00,User_109,statechange,Application,Existing loan takeover,New credit,17000.0
Application_1252085352,O_Cancelled,2016-10-14 12:20:09.778000+00:00,2016-10-14 12:20:09.789000+00:00,User_109,statechange,Offer,Existing loan takeover,New credit,17000.0
Application_1252085352,END,2016-10-14 12:20:09.778000+00:00,2016-10-14 12:20:09.789000+00:00,SYSTEM,statechange,Offer,Existing loan takeover,New credit,17000.0
Application_1252179918,START,2016-09-21 10:15:00.937000+00:00,2016-09-21 10:15:00.936000+00:00,SYSTEM,Created,Application,Existing loan takeover,New credit,35000.0
Application_1252179918,A_Create Application,2016-09-21 10:15:00.937000+00:00,2016-09-21 10:15:00.937000+00:00,User_1,Created,Application,Existing loan takeover,New credit,35000.0
Application_1252179918,A_Submitted,2016-09-21 10:15:00.937000+00:00,2016-09-21 10:15:00.971000+00:00,User_1,statechange,Application,Existing loan takeover,New credit,35000.0
Application_1252179918,W_Handle leads,2016-09-21 10:15:00.971000+00:00,2016-09-21 10:42:25.101000+00:00,User_2,Deleted,Workflow,Existing loan takeover,New credit,35000.0
Application_1252179918,A_Concept,2016-09-21 10:42:25.101000+00:00,2016-09-21 10:42:25.112000+00:00,User_2,statechange,Application,Existing loan takeover,New credit,35000.0
Application_1252179918,A_Accepted,2016-09-21 10:42:25.112000+00:00,2016-09-22 15:13:45.182000+00:00,User_51,statechange,Application,Existing loan takeover,New credit,35000.0
Application_1252179918,O_Create Offer,2016-09-22 15:13:45.182000+00:00,2016-09-22 15:17:19.794000+00:00,User_51,Created,Offer,Existing loan takeover,New credit,35000.0
Application_1252179918,O_Created,2016-09-22 15:17:19.794000+00:00,2016-09-22 15:17:20.402000+00:00,User_51,statechange,Offer,Existing loan takeover,New credit,35000.0
Application_1252179918,O_Sent (mail and online),2016-09-22 15:17:20.402000+00:00,2016-09-22 15:17:35.121000+00:00,User_51,statechange,Offer,Existing loan takeover,New credit,35000.0
Application_1252179918,A_Complete,2016-09-22 15:17:35.121000+00:00,2016-09-22 15:17:35.152000+00:00,User_51,statechange,Application,Existing loan takeover,New credit,35000.0
Application_1252179918,A_Validating,2016-09-22 15:17:35.152000+00:00,2016-09-30 09:39:59.872000+00:00,User_123,statechange,Application,Existing loan takeover,New credit,35000.0
Application_1252179918,O_Returned,2016-09-30 09:39:59.872000+00:00,2016-09-30 09:40:10.990000+00:00,User_123,statechange,Offer,Existing loan takeover,New credit,35000.0
Application_1252179918,W_Validate application,2016-09-30 09:40:10.990000+00:00,2016-09-30 09:41:41.157000+00:00,User_123,Deleted,Workflow,Existing loan takeover,New credit,35000.0
Application_1252179918,A_Incomplete,2016-09-30 09:41:41.157000+00:00,2016-09-30 09:41:41.167000+00:00,User_123,statechange,Application,Existing loan takeover,New credit,35000.0
Application_1252179918,O_Create Offer,2016-09-30 09:41:41.167000+00:00,2016-09-30 12:03:20.229000+00:00,User_48,Created,Offer,Existing loan takeover,New credit,35000.0
Application_1252179918,O_Created,2016-09-30 12:03:20.229000+00:00,2016-09-30 12:03:21.023000+00:00,User_48,statechange,Offer,Existing loan takeover,New credit,35000.0
Application_1252179918,O_Sent (mail and online),2016-09-30 12:03:21.023000+00:00,2016-09-30 12:03:36.297000+00:00,User_48,statechange,Offer,Existing loan takeover,New credit,35000.0
